Date,RELIANCE_Open,RELIANCE_High,RELIANCE_Low,RELIANCE_Close,RELIANCE_Adj Close,RELIANCE_Volume,RELIANCE_Dividends,RELIANCE_Stock Splits
1996-02-06,17.48792266845703,17.793506622314453,15.286943435668945,15.64668083190918,10.363992691040039,573328443,0.0,0.0
1996-02-07,14.7802152633667,16.09151840209961,14.62548828125,15.936792373657227,10.556158065795898,413246254,0.0,0.0
1996-02-08,16.099254608154297,17.611703872680664,15.936792373657227,17.329328536987305,11.478540420532227,379193186,0.0,0.0
1996-02-09,17.948232650756836,18.72186279296875,17.337064743041992,18.33504867553711,12.144706726074219,458934072,0.0,0.0
1996-02-12,17.870868682861328,18.180322647094727,16.94251251220703,17.186206817626953,11.38373851776123,448392867,0.0,0.0
1996-02-13,17.019874572753906,18.888193130493164,16.872886657714844,18.219003677368164,12.067839622497559,470284449,0.0,0.0
1996-02-14,18.683181762695312,18.950084686279297,18.091354370117188,18.230607986450195,12.075528144836426,287264960,0.0,0.0
1996-02-15,17.793506622314453,18.373729705810547,17.63878059387207,17.94049644470215,11.883363723754883,322651352,0.0,0.0
1996-02-16,17.63878059387207,17.812847137451172,17.48792266845703,17.623306274414062,11.673264503479004,228740914,0.0,0.0
1996-02-19,17.948232650756836,18.19579315185547,17.696802139282227,17.80124282836914,11.791123390197754,239163846,0.0,0.0
1996-02-20,17.793506622314453,17.867000579833984,16.633060455322266,16.86128044128418,11.168517112731934,294959199,0.0,0.0
1996-02-21,16.86128044128418,16.86128044128418,16.86128044128418,16.86128044128418,11.168517112731934,0,0.0,0.0
1996-02-22,17.251964569091797,17.870868682861328,17.101106643676758,17.750957489013672,11.757818222045898,283157057,0.0,0.0
1996-02-23,17.716142654418945,17.754825592041016,17.267436981201172,17.561416625976562,11.632269859313965,252022694,0.0,0.0
1996-02-26,17.754825592041016,18.122299194335938,17.48792266845703,17.600099563598633,11.657892227172852,251499188,0.0,0.0
1996-02-27,17.70067024230957,17.793506622314453,17.101106643676758,17.398954391479492,11.524658203125,250359756,0.0,0.0
1996-02-28,17.735483169555664,17.93276023864746,17.445371627807617,17.484054565429688,11.581025123596191,197441744,0.0,0.0
1996-02-29,17.329328536987305,17.391218185424805,16.28492546081543,16.389366149902344,10.855931282043457,322080020,0.0,0.0
1996-03-01,16.51701545715332,16.72589683532715,16.13406753540039,16.482202529907227,10.917423248291016,333743853,0.0,0.0
1996-03-04,16.555696487426758,16.633060455322266,16.12246322631836,16.312002182006836,10.804688453674316,310777470,0.0,0.0
1996-03-05,16.312002182006836,16.312002182006836,16.312002182006836,16.312002182006836,10.804688453674316,0,0.0,0.0
1996-03-06,16.594379425048828,17.00440216064453,16.447389602661133,16.89222526550293,11.189011573791504,250989255,0.0,0.0
1996-03-07,17.128183364868164,17.4260311126709,16.96185302734375,17.04308319091797,11.288936614990234,394310217,0.0,0.0
1996-03-08,16.826467514038086,17.019874572753906,16.613719940185547,16.954116821289062,11.230009078979492,298510635,0.0,0.0
1996-03-11,16.71042251586914,17.058557510375977,16.644664764404297,17.008270263671875,11.265877723693848,291248773,0.0,0.0
1996-03-12,16.98119354248047,18.412410736083984,16.903831481933594,17.882474899291992,11.844934463500977,370589598,0.0,0.0
1996-03-13,17.40669059753418,17.65812110900879,17.193941116333008,17.57689094543457,11.642518043518066,266615573,0.0,0.0
1996-03-14,17.561416625976562,17.747087478637695,17.445371627807617,17.573020935058594,11.639955520629883,275797603,0.0,0.0
1996-03-15,17.480186462402344,17.534339904785156,16.865148544311523,16.996667861938477,11.258193016052246,287257851,0.0,0.0
1996-03-18,16.822599411010742,16.865148544311523,16.161144256591797,16.22303581237793,10.745758056640625,307967990,0.0,0.0
1996-03-19,16.168882369995117,16.462860107421875,14.892391204833984,15.225051879882812,10.084716796875,478710303,0.0,0.0
1996-03-20,15.225051879882812,15.225051879882812,15.225051879882812,15.225051879882812,10.084716796875,0,0.0,0.0
1996-03-21,15.859429359436035,16.48607063293457,15.859429359436035,16.315872192382812,10.8072509765625,309417002,0.0,0.0
1996-03-22,16.010286331176758,16.010286331176758,15.356569290161133,15.654417037963867,10.369118690490723,311431529,0.0,0.0
1996-03-25,15.855561256408691,15.944528579711914,15.337228775024414,15.5615816116333,10.307626724243164,210982442,0.0,0.0
1996-03-26,15.472614288330078,15.782066345214844,14.969754219055176,15.461009979248047,10.241010665893555,245693447,0.0,0.0
1996-03-27,16.014156341552734,16.24237632751465,15.940661430358887,16.010286331176758,10.604836463928223,174091456,0.0,0.0
1996-03-28,16.052837371826172,16.300399780273438,15.998682975769043,16.219167709350586,10.743196487426758,165867248,0.0,0.0
1996-03-29,16.199827194213867,16.30426788330078,15.952264785766602,16.00255012512207,10.599713325500488,150429650,0.0,0.0
1996-04-01,16.07217788696289,16.207563400268555,15.936792373657227,16.15340805053711,10.699639320373535,114225685,0.0,0.0
1996-04-02,16.188222885131836,16.400970458984375,16.033496856689453,16.195959091186523,10.727822303771973,169566688,0.0,0.0
1996-04-03,16.5595645904541,16.74136734008789,16.29266357421875,16.331344604492188,10.817499160766602,137080258,0.0,0.0
1996-04-04,16.168882369995117,16.19209098815918,15.967738151550293,16.137935638427734,10.689388275146484,111609450,0.0,0.0
1996-04-05,16.137935638427734,16.137935638427734,16.137935638427734,16.137935638427734,10.689388275146484,0,0.0,0.0
1996-04-08,16.34294891357422,16.493806838989258,16.238508224487305,16.408706665039062,10.868741035461426,105272447,0.0,0.0
1996-04-09,16.613719940185547,16.803258895874023,16.34294891357422,16.42804718017578,10.881553649902344,147764942,0.0,0.0
1996-04-10,16.633060455322266,16.706554412841797,16.35455322265625,16.420312881469727,10.876429557800293,131575048,0.0,0.0
1996-04-11,16.265586853027344,16.362289428710938,16.157276153564453,16.250112533569336,10.763691902160645,99907484,0.0,0.0
1996-04-12,16.250112533569336,16.826467514038086,16.176618576049805,16.694950103759766,11.058341979980469,157421358,0.0,0.0
1996-04-15,17.019874572753906,17.464712142944336,16.985061645507812,17.12431526184082,11.342741966247559,219956361,0.0,0.0
1996-04-16,17.174602508544922,17.38735008239746,17.019874572753906,17.162996292114258,11.368365287780762,179494551,0.0,0.0
1996-04-17,17.63878059387207,18.0836181640625,17.472448348999023,17.89407730102539,11.852617263793945,189218828,0.0,0.0
1996-04-18,18.451091766357422,18.97329330444336,18.30797004699707,18.876588821411133,12.503410339355469,316699546,0.0,0.0
1996-04-19,19.031314849853516,19.37944984436035,18.84177589416504,18.996501922607422,12.582836151123047,303633881,0.0,0.0
1996-04-22,19.18604278564453,19.22472381591797,18.29636573791504,18.393070220947266,12.183135032653809,266680850,0.0,0.0
1996-04-23,18.222871780395508,18.47043228149414,17.986913681030273,18.269289016723633,12.10114574432373,263173363,0.0,0.0
1996-04-24,19.11641502380371,19.967409133911133,19.04678726196289,19.750791549682617,13.082460403442383,246856146,0.0,0.0
1996-04-25,19.882308959960938,20.30780601501465,18.412410736083984,18.745071411132812,12.41629695892334,286231521,0.0,0.0
1996-04-26,18.72186279296875,19.143491744995117,18.2576847076416,18.91140365600586,12.526467323303223,291913819,0.0,0.0
1996-04-29,18.72186279296875,18.818567276000977,18.393070220947266,18.756675720214844,12.423979759216309,194330440,0.0,0.0
1996-04-30,18.72186279296875,19.340768814086914,18.605817794799805,18.9268741607666,12.536720275878906,198150092,0.0,0.0
1996-05-01,20.65593910217285,20.880292892456055,20.443191528320312,20.58244514465332,13.633326530456543,228659480,0.0,0.0
1996-05-02,20.423851013183594,20.70235824584961,20.114397048950195,20.597917556762695,13.643576622009277,233965629,0.0,0.0
1996-05-03,20.41998291015625,20.539894104003906,20.03703498840332,20.129871368408203,13.3335542678833,227763058,0.0,0.0
1996-05-06,19.65022087097168,19.758527755737305,18.899797439575195,19.000370025634766,12.585400581359863,272775489,0.0,0.0
1996-05-07,18.97329330444336,19.375581741333008,18.899797439575195,19.232458114624023,12.739127159118652,253182808,0.0,0.0
1996-05-08,18.876588821411133,19.61153793334961,18.644500732421875,19.33690071105957,12.808306694030762,362581901,0.0,0.0
1996-05-09,18.97329330444336,19.371713638305664,18.76054573059082,18.8649845123291,12.495719909667969,281236890,0.0,0.0
1996-05-10,18.412410736083984,18.77214813232422,18.300233840942383,18.667709350585938,12.365053176879883,279802097,0.0,0.0
1996-05-13,18.915271759033203,19.17830467224121,18.806961059570312,19.0622615814209,12.62639331817627,183848049,0.0,0.0
1996-05-14,19.031314849853516,19.719846725463867,18.934612274169922,19.59219741821289,12.977412223815918,300443728,0.0,0.0
1996-05-15,19.282745361328125,19.804946899414062,18.880456924438477,19.634746551513672,13.005599021911621,423307256,0.0,0.0
1996-05-16,19.86296844482422,20.153079986572266,19.615407943725586,19.746923446655273,13.079896926879883,317762715,0.0,0.0
1996-05-17,19.340768814086914,19.572856903076172,19.24793243408203,19.356239318847656,12.82111644744873,260880925,0.0,0.0
1996-05-20,19.108678817749023,19.139623641967773,18.69091796875,18.748939514160156,12.418853759765625,150502036,0.0,0.0
1996-05-21,18.636764526367188,18.876588821411133,18.52845573425293,18.683181762695312,12.375301361083984,210555235,0.0,0.0
1996-05-22,18.876588821411133,18.969425201416016,18.725730895996094,18.783754348754883,12.44191837310791,147373929,0.0,0.0
1996-05-23,18.65997314453125,18.737335205078125,18.536191940307617,18.629026412963867,12.33942699432373,135998347,0.0,0.0
1996-05-24,18.806961059570312,18.861116409301758,18.706390380859375,18.8030948638916,12.972079277038574,109273710,0.742958,0.0
1996-05-27,18.644500732421875,18.644500732421875,18.219003677368164,18.249948501586914,12.59046459197998,178076562,0.0,0.0
1996-05-28,17.870868682861328,17.870868682861328,17.449241638183594,17.65812110900879,12.182168006896973,251769989,0.0,0.0
1996-05-29,18.029464721679688,18.915271759033203,18.029464721679688,18.663841247558594,12.87601089477539,237508017,0.0,0.0
1996-05-30,18.799226760864258,18.85338020324707,18.203529357910156,18.323442459106445,12.641170501708984,243719637,0.0,0.0
1996-05-31,18.586477279663086,18.605817794799805,18.26542091369629,18.43948745727539,12.721227645874023,205805553,0.0,0.0
1996-06-03,18.799226760864258,19.069997787475586,18.683181762695312,19.00423812866211,13.110845565795898,225656109,0.0,0.0
1996-06-04,19.33690071105957,19.452943801879883,18.393070220947266,18.73346710205078,12.924040794372559,331911584,0.0,0.0
1996-06-05,18.95395278930664,18.95395278930664,18.447223663330078,18.613555908203125,12.841316223144531,154048948,0.0,0.0
1996-06-06,18.87272071838379,19.263404846191406,18.799226760864258,18.919139862060547,13.052133560180664,152774438,0.0,0.0
1996-06-07,18.652236938476562,18.992633819580078,18.625158309936523,18.90366554260254,13.041460037231445,103358097,0.0,0.0
1996-06-10,18.837907791137695,18.915271759033203,18.644500732421875,18.73346710205078,12.924040794372559,83777696,0.0,0.0
1996-06-11,18.644500732421875,18.76054573059082,18.482038497924805,18.586477279663086,12.82263469696045,113388076,0.0,0.0
1996-06-12,18.876588821411133,19.066129684448242,18.729598999023438,18.868852615356445,13.017444610595703,92464011,0.0,0.0
1996-06-13,18.837907791137695,18.94234848022461,18.73346710205078,18.795358657836914,12.966741561889648,53970839,0.0,0.0
1996-06-14,18.876588821411133,19.031314849853516,18.814699172973633,18.992633819580078,13.102837562561035,56612280,0.0,0.0
1996-06-17,19.050655364990234,19.050655364990234,18.687049865722656,18.73346710205078,12.924040794372559,49769869,0.0,0.0
1996-06-18,18.644500732421875,18.644500732421875,18.03333282470703,18.253816604614258,12.59313678741455,88215860,0.0,0.0
1996-06-19,18.2576847076416,18.33504867553711,17.565284729003906,17.708406448364258,12.216862678527832,110408618,0.0,0.0
1996-06-20,17.561416625976562,17.812847137451172,17.368009567260742,17.735483169555664,12.235543251037598,131363060,0.0,0.0
1996-06-21,17.631044387817383,17.747087478637695,17.14365577697754,17.24422836303711,11.896631240844727,162938202,0.0,0.0
1996-06-24,17.1049747467041,17.251964569091797,16.834203720092773,17.097238540649414,11.795223236083984,141955323,0.0,0.0
1996-06-25,17.174602508544922,17.251964569091797,16.400970458984375,16.737499237060547,11.547041893005371,161155698,0.0,0.0
1996-06-26,16.84193992614746,16.84193992614746,16.33521270751953,16.416444778442383,11.32555103302002,136660807,0.0,0.0
1996-06-27,16.265586853027344,16.865148544311523,16.064441680908203,16.71042251586914,11.528362274169922,248655454,0.0,0.0
1996-06-28,16.865148544311523,17.15526008605957,16.36615753173828,16.524751663208008,11.40027141571045,350497324,0.0,0.0
1996-07-01,16.327476501464844,16.84193992614746,15.97547435760498,16.1495418548584,11.141417503356934,255440991,0.0,0.0
1996-07-02,16.161144256591797,16.315872192382812,15.704703330993652,15.80914306640625,10.906575202941895,262167715,0.0,0.0
1996-07-03,15.588659286499023,15.623472213745117,14.582939147949219,14.749268531799316,10.175378799438477,297888892,0.0,0.0
1996-07-04,14.486234664916992,15.147688865661621,14.250276565551758,14.695115089416504,10.138020515441895,372326861,0.0,0.0
1996-07-05,14.834368705749512,14.969754219055176,14.277355194091797,14.474630355834961,9.985910415649414,274724739,0.0,0.0
1996-07-08,14.772478103637695,16.014156341552734,14.43208122253418,14.586807250976562,10.063302040100098,160540417,0.0,0.0
1996-07-09,14.470762252807617,16.014156341552734,13.306447982788086,13.871197700500488,9.56960678100586,250056639,0.0,0.0
1996-07-10,13.383810997009277,13.921483993530273,13.314184188842773,13.63524055480957,9.406822204589844,221504258,0.0,0.0
1996-07-11,13.809308052062988,14.118760108947754,13.581087112426758,13.67005443572998,9.430840492248535,211480095,0.0,0.0
1996-07-12,13.577219009399414,13.612031936645508,13.039545059204102,13.15945816040039,9.07858657836914,317962422,0.0,0.0
1996-07-15,13.074358940124512,14.544257164001465,12.850006103515625,13.890539169311523,9.582951545715332,668662040,0.0,0.0
1996-07-16,15.472614288330078,16.79939079284668,15.472614288330078,16.776182174682617,11.573729515075684,396249127,0.0,0.0
1996-07-17,16.168882369995117,17.716142654418945,15.90584659576416,17.07402992248535,11.77921199798584,514784362,0.0,0.0
1996-07-18,17.32546043395996,17.928892135620117,17.32546043395996,17.897945404052734,12.347623825073242,391626120,0.0,0.0
1996-07-19,18.060409545898438,18.795358657836914,18.060409545898438,18.783754348754883,12.958733558654785,181625412,0.0,0.0
1996-07-22,18.180322647094727,19.162832260131836,17.360273361206055,18.505245208740234,12.766593933105469,187198485,0.0,0.0
1996-07-23,19.18604278564453,19.433603286743164,18.284761428833008,18.663841247558594,12.87601089477539,225213391,0.0,0.0
1996-07-24,18.18419075012207,18.18419075012207,16.79939079284668,16.845809936523438,11.621766090393066,206647686,0.0,0.0
1996-07-25,16.694950103759766,16.94251251220703,16.006418228149414,16.087650299072266,11.098719596862793,273956285,0.0,0.0
1996-07-26,16.014156341552734,16.35455322265625,15.658285140991211,16.095386505126953,11.104055404663086,246477412,0.0,0.0
1996-07-29,16.312002182006836,16.884489059448242,16.215299606323242,16.416444778442383,11.32555103302002,204151663,0.0,0.0
1996-07-30,16.176618576049805,16.246244430541992,15.596394538879395,15.983209609985352,11.026664733886719,190109434,0.0,0.0
1996-07-31,16.09151840209961,16.768444061279297,15.302414894104004,16.540224075317383,11.410944938659668,193652468,0.0,0.0
1996-08-01,16.86128044128418,17.019874572753906,16.137935638427734,16.238508224487305,11.202794075012207,264780072,0.0,0.0
1996-08-02,16.184354782104492,16.358421325683594,15.898111343383789,16.018024444580078,11.050683975219727,167979367,0.0,0.0
1996-08-05,15.983209609985352,16.083782196044922,15.708571434020996,15.770462036132812,10.879894256591797,105914226,0.0,0.0
1996-08-06,15.704703330993652,16.207563400268555,15.5615816116333,15.932924270629883,10.991972923278809,152612862,0.0,0.0
1996-08-07,15.9948148727417,16.362289428710938,15.898111343383789,16.288793563842773,11.2374849319458,141167479,0.0,0.0
1996-08-08,16.393234252929688,16.493806838989258,15.898111343383789,15.971606254577637,11.018659591674805,132457251,0.0,0.0
1996-08-09,15.998682975769043,16.199827194213867,15.859429359436035,16.099254608154297,11.106724739074707,109835994,0.0,0.0
1996-08-12,16.168882369995117,16.288793563842773,16.021892547607422,16.095386505126953,11.104055404663086,89253176,0.0,0.0
1996-08-13,16.052837371826172,16.319740295410156,15.998682975769043,16.188222885131836,11.168102264404297,90655654,0.0,0.0
1996-08-14,15.909714698791504,16.207563400268555,15.909714698791504,15.967738151550293,11.015992164611816,79389943,0.0,0.0
1996-08-15,15.967738151550293,15.967738151550293,15.967738151550293,15.967738151550293,11.015992164611816,0,0.0,0.0
1996-08-16,15.97547435760498,16.083782196044922,15.824616432189941,15.967738151550293,11.015992164611816,69769074,0.0,0.0
1996-08-19,15.898111343383789,15.936792373657227,15.1708984375,15.259865760803223,10.527636528015137,103804046,0.0,0.0
1996-08-20,15.105138778686523,15.743385314941406,15.020039558410645,15.426196098327637,10.642387390136719,162500655,0.0,0.0
1996-08-21,15.84395694732666,16.199827194213867,15.743385314941406,16.199827194213867,11.176108360290527,142519546,0.0,0.0
1996-08-22,16.71042251586914,16.822599411010742,16.219167709350586,16.315872192382812,11.256165504455566,216770733,0.0,0.0
1996-08-23,16.3236083984375,16.691082000732422,16.246244430541992,16.513147354125977,11.392264366149902,161606818,0.0,0.0
1996-08-26,16.362289428710938,16.509279251098633,16.12246322631836,16.188222885131836,11.168102264404297,128940716,0.0,0.0
1996-08-27,16.168882369995117,16.265586853027344,15.936792373657227,16.056705474853516,11.077367782592773,139282213,0.0,0.0
1996-08-28,16.09151840209961,16.53635597229004,16.09151840209961,16.50541114807129,11.386926651000977,79331130,0.0,0.0
1996-08-29,16.551828384399414,16.59050941467285,16.315872192382812,16.350685119628906,11.280180931091309,80394945,0.0,0.0
1996-08-30,16.331344604492188,16.416444778442383,16.25398063659668,16.36615753173828,11.290858268737793,56429377,0.0,0.0
1996-09-02,16.408706665039062,16.513147354125977,16.331344604492188,16.45512580871582,11.352235794067383,54505978,0.0,0.0
1996-09-03,16.513147354125977,16.625324249267578,15.944528579711914,16.04123306274414,11.066695213317871,127423842,0.0,0.0
1996-09-04,15.956132888793945,16.099254608154297,15.867165565490723,16.06057357788086,11.080037117004395,62615791,0.0,0.0
1996-09-05,16.126331329345703,16.34294891357422,16.126331329345703,16.300399780273438,11.245491027832031,66237674,0.0,0.0
1996-09-06,16.36615753173828,16.389366149902344,16.099254608154297,16.165014266967773,11.152091026306152,51619588,0.0,0.0
1996-09-09,16.161144256591797,16.168882369995117,15.97547435760498,16.04123306274414,11.066695213317871,49866814,0.0,0.0
1996-09-10,16.025760650634766,16.025760650634766,15.801406860351562,15.898111343383789,10.967957496643066,66720462,0.0,0.0
1996-09-11,15.867165565490723,16.083782196044922,15.635075569152832,15.727911949157715,10.850537300109863,57561053,0.0,0.0
1996-09-12,15.627340316772461,15.720175743103027,15.356569290161133,15.611867904663086,10.770479202270508,125382170,0.0,0.0
1996-09-13,15.700835227966309,15.731780052185059,15.437801361083984,15.476482391357422,10.677078247070312,83967063,0.0,0.0
1996-09-16,15.39911937713623,15.39911937713623,14.807291984558105,14.923336029052734,10.2954683303833,96549939,0.0,0.0
1996-09-17,14.934941291809082,15.317888259887695,14.915599822998047,15.147688865661621,10.45024585723877,81795484,0.0,0.0
1996-09-18,15.085799217224121,16.052837371826172,15.066457748413086,15.886506080627441,10.95995044708252,94075891,0.0,0.0
1996-09-19,15.932924270629883,16.056705474853516,15.240525245666504,15.314020156860352,10.564997673034668,113446890,0.0,0.0
1996-09-20,15.286943435668945,15.546109199523926,15.163162231445312,15.228919982910156,10.506287574768066,73409700,0.0,0.0
1996-09-23,15.167030334472656,15.240525245666504,14.865313529968262,15.031644821166992,10.370190620422363,75263298,0.0,0.0
1996-09-24,15.085799217224121,15.310152053833008,15.047117233276367,15.147688865661621,10.45024585723877,60971595,0.0,0.0
1996-09-25,15.310152053833008,15.54997730255127,15.20184326171875,15.255996704101562,10.524970054626465,68373059,0.0,0.0
1996-09-26,15.178633689880371,15.232789039611816,14.892391204833984,15.016172409057617,10.359518051147461,60711781,0.0,0.0
1996-09-27,15.00456714630127,15.00456714630127,14.478499412536621,14.555862426757812,10.041952133178711,119136943,0.0,0.0
1996-09-30,14.466894149780273,14.845973014831543,14.34311294555664,14.7802152633667,10.196730613708496,114795724,0.0,0.0
1996-10-01,14.85370922088623,14.91946792602539,14.586807250976562,14.741533279418945,10.170044898986816,85942811,0.0,0.0
1996-10-02,14.741533279418945,14.741533279418945,14.741533279418945,14.741533279418945,10.170044898986816,0,0.0,0.0
1996-10-03,14.892391204833984,15.078062057495117,14.567465782165527,14.675773620605469,10.124677658081055,70454802,0.0,0.0
1996-10-04,14.75700569152832,14.87304973602295,14.4088716506958,14.75313663482666,10.17805004119873,83112003,0.0,0.0
1996-10-07,14.787951469421387,14.787951469421387,13.964034080505371,14.466894149780273,9.980572700500488,125587049,0.0,0.0
1996-10-08,14.39726734161377,14.698983192443848,14.045265197753906,14.52878475189209,10.023270606994629,90780391,0.0,0.0
1996-10-09,14.698983192443848,14.85370922088623,14.486234664916992,14.718323707580566,10.154033660888672,80927499,0.0,0.0
1996-10-10,14.675773620605469,15.163162231445312,14.606147766113281,15.112875938415527,10.426230430603027,89742428,0.0,0.0
1996-10-11,15.182502746582031,15.356569290161133,14.938809394836426,15.093535423278809,10.412887573242188,100743801,0.0,0.0
1996-10-14,14.95041275024414,15.00843620300293,14.586807250976562,14.648696899414062,10.105998039245605,74612470,0.0,0.0
1996-10-15,14.555862426757812,14.815028190612793,14.370189666748047,14.606147766113281,10.076643943786621,74857419,0.0,0.0
1996-10-16,14.85757827758789,14.927204132080078,14.532652854919434,14.582939147949219,10.060629844665527,64287131,0.0,0.0
1996-10-17,14.509444236755371,15.085799217224121,14.37792682647705,14.958149909973145,10.319486618041992,129531437,0.0,0.0
1996-10-18,15.047117233276367,15.317888259887695,14.838236808776855,15.07032585144043,10.396875381469727,207410324,0.0,0.0
1996-10-21,15.07032585144043,15.07032585144043,15.07032585144043,15.07032585144043,10.396875381469727,0,0.0,0.0
1996-10-22,15.182502746582031,15.898111343383789,15.182502746582031,15.607998847961426,10.767809867858887,186726683,0.0,0.0
1996-10-23,16.416444778442383,16.609851837158203,16.168882369995117,16.51701545715332,11.39493179321289,148330458,0.0,0.0
1996-10-24,16.629192352294922,17.089502334594727,16.137935638427734,16.300399780273438,11.245491027832031,306758110,0.0,0.0
1996-10-25,16.24237632751465,16.652400970458984,16.2114315032959,16.551828384399414,11.418950080871582,141765956,0.0,0.0
1996-10-28,16.633060455322266,16.71042251586914,16.28492546081543,16.36615753173828,11.290858268737793,91797672,0.0,0.0
1996-10-29,16.288793563842773,16.71042251586914,15.940661430358887,16.110858917236328,11.114729881286621,117861140,0.0,0.0
1996-10-30,16.110858917236328,16.110858917236328,16.110858917236328,16.110858917236328,11.114729881286621,0,0.0,0.0
1996-10-31,15.824616432189941,15.824616432189941,15.441669464111328,15.627340316772461,10.78115463256836,80743949,0.0,0.0
1996-11-01,15.739517211914062,16.71042251586914,15.120612144470215,15.221183776855469,10.500948905944824,81491721,0.0,0.0
1996-11-04,15.085799217224121,15.085799217224121,14.451420783996582,14.598410606384277,10.071305274963379,101463136,0.0,0.0
1996-11-05,14.555862426757812,14.749268531799316,14.2348051071167,14.323772430419922,9.881834030151367,79213503,0.0,0.0
1996-11-06,14.014320373535156,14.33150863647461,13.6275053024292,14.153573989868164,9.76441764831543,173114892,0.0,0.0
1996-11-07,14.34311294555664,14.416607856750488,14.157442092895508,14.350849151611328,9.90051555633545,91237973,0.0,0.0
1996-11-08,14.428213119506836,14.551993370056152,13.964034080505371,14.478499412536621,9.988580703735352,72198528,0.0,0.0
1996-11-11,14.138100624084473,14.385663032531738,13.987242698669434,14.192255020141602,9.79110050201416,74077331,0.0,0.0
1996-11-12,14.192255020141602,14.192255020141602,14.192255020141602,14.192255020141602,9.79110050201416,0,0.0,0.0
1996-11-13,14.080079078674316,14.52491569519043,14.080079078674316,14.443684577941895,9.964560508728027,42263057,0.0,0.0
1996-11-14,14.389531135559082,14.466894149780273,14.184518814086914,14.254145622253418,9.83380126953125,36465071,0.0,0.0
1996-11-15,14.207728385925293,14.536520957946777,14.161310195922852,14.435949325561523,9.959224700927734,41352416,0.0,0.0
1996-11-18,14.505576133728027,14.869181632995605,14.505576133728027,14.830500602722168,10.231420516967773,74090904,0.0,0.0
1996-11-19,14.865313529968262,14.927204132080078,14.501707077026367,14.644828796386719,10.103328704833984,68099673,0.0,0.0
1996-11-20,14.66030216217041,14.66030216217041,14.087815284729004,14.14583683013916,9.759078025817871,53681942,0.0,0.0
1996-11-21,14.122628211975098,14.28122329711914,13.759021759033203,13.898275375366211,9.588288307189941,96769682,0.0,0.0
