Date,Open,High,Low,Close,Adj Close,Volume,Dividends,Stock Splits
2004-09-09,14.699999809265137,15.149999618530273,13.710000038146973,13.71500015258789,12.560134887695312,120820.0,0.0,0.0
2004-09-10,13.515000343322754,14.199999809265137,13.515000343322754,13.935001373291016,12.761610984802246,103950.0,0.0,0.0
2004-09-13,14.300000190734863,14.380000114440918,13.71500015258789,13.819999694824219,12.656293869018555,132590.0,0.0,0.0
2004-09-14,13.8100004196167,13.850000381469727,13.130000114440918,13.220000267028809,12.106816291809082,247850.0,0.0,0.0
2004-09-15,13.25,13.885001182556152,13.225000381469727,13.835000991821289,12.67003345489502,171940.0,0.0,0.0
2004-09-16,14.0,14.529999732971191,13.699999809265137,14.235000610351562,13.036351203918457,466000.0,0.0,0.0
2004-09-17,14.125,14.899999618530273,13.800000190734863,14.779999732971191,13.535457611083984,524180.0,0.0,0.0
2004-09-20,15.199999809265137,15.46500015258789,14.75,14.885001182556152,13.63161563873291,359550.0,0.0,0.0
2004-09-21,15.225000381469727,15.399999618530273,14.920000076293945,15.235000610351562,13.952144622802734,462510.0,0.0,0.0
2004-09-22,15.449999809265137,16.0,15.300000190734863,15.735000610351562,14.410043716430664,518970.0,0.0,0.0
2004-09-23,15.979999542236328,16.075000762939453,15.25,15.399999618530273,14.103250503540039,342940.0,0.0,0.0
2004-09-24,15.300000190734863,16.170000076293945,15.010000228881836,16.170000076293945,14.808411598205566,357310.0,0.0,0.0
2004-09-27,16.875,16.979999542236328,16.315000534057617,16.979999542236328,15.550206184387207,1417020.0,0.0,0.0
2004-09-28,17.299999237060547,17.795000076293945,17.100000381469727,17.2450008392334,15.79289436340332,810110.0,0.0,0.0
2004-09-29,17.489999771118164,17.5,16.40999984741211,16.5049991607666,15.115200996398926,436140.0,0.0,0.0
2004-09-30,16.600000381469727,17.329999923706055,16.489999771118164,17.040000915527344,15.605155944824219,350410.0,0.0,0.0
2004-10-01,17.100000381469727,17.100000381469727,16.200000762939453,16.270000457763672,14.899993896484375,291540.0,0.0,0.0
2004-10-04,16.100000381469727,16.15999984741211,15.5,15.675000190734863,14.355094909667969,388880.0,0.0,0.0
2004-10-05,15.890000343322754,16.459999084472656,15.5,16.454999923706055,15.069414138793945,502160.0,0.0,0.0
2004-10-06,16.5,16.9950008392334,16.200000762939453,16.764999389648438,15.353311538696289,422450.0,0.0,0.0
2004-10-07,16.8700008392334,17.604999542236328,16.8700008392334,17.604999542236328,16.122583389282227,171610.0,0.0,0.0
2004-10-08,17.604999542236328,17.604999542236328,17.604999542236328,17.604999542236328,16.122583389282227,0.0,0.0,0.0
2004-10-11,19.700000762939453,20.3700008392334,18.43000030517578,18.530000686645508,16.969694137573242,304090.0,0.0,0.0
2004-10-12,18.700000762939453,18.950000762939453,17.729999542236328,18.68000030517578,17.107059478759766,177680.0,0.0,0.0
2004-10-14,19.0,19.0,17.959999084472656,18.34000015258789,16.795686721801758,67470.0,0.0,0.0
2004-10-15,18.34000015258789,18.34000015258789,18.34000015258789,18.34000015258789,16.795686721801758,0.0,0.0,0.0
2004-10-18,18.5049991607666,18.700000762939453,17.700000762939453,18.110000610351562,16.585058212280273,228140.0,0.0,0.0
2004-10-19,18.299999237060547,18.299999237060547,17.204999923706055,17.389999389648438,15.925686836242676,79920.0,0.0,0.0
2004-10-20,17.149999618530273,17.5,17.059999465942383,17.2549991607666,15.80205249786377,148990.0,0.0,0.0
2004-10-21,17.440000534057617,17.924999237060547,17.1200008392334,17.30500030517578,15.847841262817383,134460.0,0.0,0.0
2004-10-22,17.30500030517578,17.30500030517578,17.30500030517578,17.30500030517578,15.847841262817383,0.0,0.0,0.0
2004-10-25,17.200000762939453,17.200000762939453,16.440000534057617,16.684999465942383,15.280047416687012,98820.0,0.0,0.0
2004-10-26,16.700000762939453,16.885000228881836,16.600000381469727,16.725000381469727,15.316680908203125,29200.0,0.0,0.0
2004-10-27,16.700000762939453,17.149999618530273,16.5,16.885000228881836,15.463208198547363,76860.0,0.0,0.0
2004-10-28,17.0,17.5,16.950000762939453,17.079999923706055,15.641786575317383,77870.0,0.0,0.0
2004-10-29,17.079999923706055,17.079999923706055,17.079999923706055,17.079999923706055,15.641786575317383,0.0,0.0,0.0
2004-11-01,17.350000381469727,18.045000076293945,17.350000381469727,18.045000076293945,16.52553367614746,303280.0,0.0,0.0
2004-11-02,18.5,18.950000762939453,18.299999237060547,18.575000762939453,17.01089859008789,394000.0,0.0,0.0
2004-11-03,18.75,19.0,17.700000762939453,18.719999313354492,17.143688201904297,278370.0,0.0,0.0
2004-11-04,18.700000762939453,18.700000762939453,18.174999237060547,18.389999389648438,16.841474533081055,160780.0,0.0,0.0
2004-11-05,18.110000610351562,18.389999389648438,17.954999923706055,18.235000610351562,16.69953155517578,81860.0,0.0,0.0
2004-11-08,18.920000076293945,18.950000762939453,17.959999084472656,18.040000915527344,16.520950317382812,93690.0,0.0,0.0
2004-11-09,18.0,18.5,17.860000610351562,18.315000534057617,16.772796630859375,115240.0,0.0,0.0
2004-11-10,18.059999465942383,18.5,18.059999465942383,18.315000534057617,16.772796630859375,96330.0,0.0,0.0
2004-11-11,18.299999237060547,18.299999237060547,17.915000915527344,18.0,16.48431968688965,20090.0,0.0,0.0
2004-11-12,18.100000381469727,18.200000762939453,17.850000381469727,17.905000686645508,16.397319793701172,29060.0,0.0,0.0
2004-11-15,17.905000686645508,17.905000686645508,17.905000686645508,17.905000686645508,16.397319793701172,0.0,0.0,0.0
2004-11-16,17.600000381469727,18.049999237060547,17.415000915527344,17.704999923706055,16.214157104492188,35250.0,0.0,0.0
2004-11-17,17.899999618530273,18.0,17.209999084472656,17.375,15.911945343017578,66900.0,0.0,0.0
2004-11-18,17.389999389648438,17.399999618530273,16.799999237060547,17.290000915527344,15.834108352661133,107120.0,0.0,0.0
2004-11-19,17.290000915527344,17.290000915527344,17.290000915527344,17.290000915527344,15.834108352661133,0.0,0.0,0.0
2004-11-22,17.5,17.81999969482422,17.149999618530273,17.489999771118164,16.01726722717285,61600.0,0.0,0.0
2004-11-23,17.424999237060547,17.475000381469727,16.899999618530273,17.0049991607666,15.573102951049805,68930.0,0.0,0.0
2004-11-24,17.5,17.854999542236328,17.1299991607666,17.84000015258789,16.337793350219727,252700.0,0.0,0.0
2004-11-25,17.899999618530273,17.899999618530273,17.100000381469727,17.225000381469727,15.774576187133789,89540.0,0.0,0.0
2004-11-26,17.225000381469727,17.225000381469727,17.225000381469727,17.225000381469727,15.774576187133789,0.0,0.0,0.0
2004-11-29,17.110000610351562,17.649999618530273,17.110000610351562,17.190000534057617,15.74252986907959,76830.0,0.0,0.0
2004-11-30,17.399999618530273,17.600000381469727,17.024999618530273,17.170000076293945,15.724210739135742,128180.0,0.0,0.0
2004-12-01,17.209999084472656,17.399999618530273,17.010000228881836,17.399999618530273,15.934843063354492,51740.0,0.0,0.0
2004-12-02,17.520000457763672,17.520000457763672,17.0049991607666,17.149999618530273,15.705889701843262,33280.0,0.0,0.0
2004-12-03,17.200000762939453,17.5,17.125,17.475000381469727,16.003528594970703,143770.0,0.0,0.0
2004-12-06,18.350000381469727,18.350000381469727,17.40999984741211,18.350000381469727,16.804847717285156,292450.0,0.0,0.0
